name,description,설명,url,type,usage_count,sheet_name,search_query,similarity_score,usage_count_numeric,similarity_normalized,usage_normalized,composite_score
CoinGecko Server,"Access cryptocurrency data including prices, market cap, and historical data from the CoinGecko API.","CoinGecko API를 통해 가격, 시가총액, 과거 데이터 등의 암호화폐 데이터에 접근하세요.",https://smithery.ai/server/@crazyrabbitLTC/coingecko,Local,,financial_data_analysis,"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",0.2657831531153365,0,1.0,1.0,1.0
Perplexity MCP Server,Leverage web search capabilities to find the latest information using Perplexity AI's API. Easily integrate this server with your applications to enhance your search functionalities. Get timely and relevant search results with just a simple prompt.,Perplexity AI의 API를 사용하여 최신 정보를 찾기 위해 웹 검색 기능을 활용하세요. 이 서버를 귀하의 애플리케이션과 쉽게 통합하여 검색 기능을 강화하세요. 간단한 프롬프트로 적시에 관련성 있는 검색 결과를 얻으세요.,https://smithery.ai/server/@hostedmcp/perplexity-mcp,Local,,web_search,web search,0.2044681727442884,0,0.606389893463412,1.0,0.7244729254243883
RootData MCP Server,"Integrate cryptocurrency and blockchain project data into your AI assistants. Access project details, organization information, and search results directly through the MCP interface.","암호화폐와 블록체인 프로젝트 데이터를 AI 어시스턴트에 통합하세요. MCP 인터페이스를 통해 프로젝트 세부 정보, 조직 정보 및 검색 결과에 직접 액세스하세요.",https://smithery.ai/server/@jincai/rootdata-mcp-server,Local,,ai_integration_solutions,integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,0.1541861776917929,0,0.2836057824726472,1.0,0.498524047730853
RootData MCP Server,"Integrate cryptocurrency and blockchain project data into your AI assistants. Access project details, organization information, and search results directly through the MCP interface.","암호화폐와 블록체인 프로젝트 데이터를 AI 어시스턴트에 통합하세요. MCP 인터페이스를 통해 프로젝트 세부 정보, 조직 정보 및 검색 결과에 직접 액세스하세요.",https://smithery.ai/server/@jincai/rootdata-mcp-server,Local,,financial_data_analysis,"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",0.1541861776917929,0,0.2836057824726472,1.0,0.498524047730853
Stock Analysis Server,"Retrieve real-time and historical stock data for Indian markets. Access current stock quotes and detailed historical data effortlessly, enhancing your local LLM's capabilities with financial insights.",인도 시장의 실시간 및 과거 주식 데이터를 검색합니다. 현재 주식 시세와 자세한 과거 데이터에 쉽게 접근하여 재무 통찰력으로 현지 LLM의 역량을 강화합니다.,https://smithery.ai/server/@giptilabs/mcp-stock-analysis,Local,,financial_data_analysis,"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",0.1255016005847285,0,0.09946579934382942,1.0,0.36962605954068056
ExploitDB Integration Server,"Enhance your cybersecurity research by querying a comprehensive database of security exploits and vulnerabilities. Access detailed information, statistics, and recent updates to stay informed about the latest threats. Utilize powerful search capabilities to find relevant exploits quickly and efficiently.","포괄적인 보안 익스플로잇 및 취약성 데이터베이스를 쿼리하여 사이버 보안 연구를 강화하세요. 자세한 정보, 통계 및 최근 업데이트에 액세스하여 최신 위협에 대한 정보를 얻으세요. 강력한 검색 기능을 활용하여 관련 익스플로잇을 빠르고 효율적으로 찾으세요.",https://smithery.ai/server/@Cyreslab-AI/exploitdb-mcp-server,Local,,application_integration_tools,"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",0.11741815568366076,0,0.04757431068253203,1.0,0.33330201747777244
ExploitDB Integration Server,"Enhance your cybersecurity research by querying a comprehensive database of security exploits and vulnerabilities. Access detailed information, statistics, and recent updates to stay informed about the latest threats. Utilize powerful search capabilities to find relevant exploits quickly and efficiently.","포괄적인 보안 익스플로잇 및 취약성 데이터베이스를 쿼리하여 사이버 보안 연구를 강화하세요. 자세한 정보, 통계 및 최근 업데이트에 액세스하여 최신 위협에 대한 정보를 얻으세요. 강력한 검색 기능을 활용하여 관련 익스플로잇을 빠르고 효율적으로 찾으세요.",https://smithery.ai/server/@Cyreslab-AI/exploitdb-mcp-server,Local,,financial_data_analysis,"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",0.11741815568366076,0,0.04757431068253203,1.0,0.33330201747777244
Local Utilities,"Access various local system utilities quickly and efficiently. Retrieve system information like time, hostname, public IP, and more with ease. Enhance your MCP-compatible applications with essential local functionalities.","다양한 로컬 시스템 유틸리티에 빠르고 효율적으로 액세스하세요. 시간, 호스트 이름, 공개 IP 등의 시스템 정보를 쉽게 검색하세요. 필수적인 로컬 기능으로 MCP 호환 애플리케이션을 강화하세요.",https://smithery.ai/server/@arjshiv/localutils-mcp-server,Local,,featured_category,,0.11273851950840452,0,0.017533493865035023,1.0,0.3122734457055245
Perplexity Search Golang,Perform real-time web searches and retrieve results with citations using the Perplexity search API. Enhance your applications with the ability to access up-to-date information and related questions seamlessly. Integrate effortlessly with your LLMs to provide enriched search capabilities.,Perplexity 검색 API를 사용하여 실시간 웹 검색을 수행하고 인용문과 함께 결과를 검색합니다. 최신 정보와 관련 질문에 원활하게 액세스할 수 있는 기능으로 애플리케이션을 강화합니다. LLM과 손쉽게 통합하여 풍부한 검색 기능을 제공합니다.,https://smithery.ai/server/@chenxilol/perplexity-mcp-go,Local,,web_search,web search,0.11000722319685877,0,0.0,1.0,0.3
Perplexity Search Golang,Perform real-time web searches and retrieve results with citations using the Perplexity search API. Enhance your applications with the ability to access up-to-date information and related questions seamlessly. Integrate effortlessly with your LLMs to provide enriched search capabilities.,Perplexity 검색 API를 사용하여 실시간 웹 검색을 수행하고 인용문과 함께 결과를 검색합니다. 최신 정보와 관련 질문에 원활하게 액세스할 수 있는 기능으로 애플리케이션을 강화합니다. LLM과 손쉽게 통합하여 풍부한 검색 기능을 제공합니다.,https://smithery.ai/server/@chenxilol/perplexity-mcp-go,Local,,featured_category,,0.11000722319685877,0,0.0,1.0,0.3
